ID	locution1	locution1 corrected version	locution2	locution2 corrected version	proposition1	preposition1 corrected version	proposition2	preposition2 corrected version	label	prep_needed
US2016_45	like you think		not global warming		CLINTON thinks the single greatest problem the world has is global warming	Clinton thinks the single greatest problem the world has is global warming	the single greatest problem the world has is nuclear armament and nuclear weapons		Contradiction	TRUE
QT50_326	why aren't they doing it so it is on the new builds		If the Government had said we're changing the building regs and all houses have to have PV panels or a heat exchanger		they aren't doing it so PV panels and heat exchanges are on the new builds		the Government had said we're changing the building regs and all houses have to have PV panels or a heat exchanger		Contradiction	FALSE
QT30_458	We believe the real answer lies in not fighting about the pieces of the vaccine pie		There's a debate about excess stock		we believe the real answer lies in not fighting about the pieces of the vaccine pie		there's a debate about excess vaccine stock in the UK		Contradiction	FALSE
QT50_683	I don't see it as law and order crackdown		there you can see the edges of our society starting to fray in a very alarming way		Fraser Nelson doesn't see the edges of the society starting to fray as law and order crackdown		there you can see the edges of our society starting to fray in a very alarming way		Non-contradiction	FALSE
QT50_44	Tony Blair who was directed by an inner morality and he took us to war		We have had Prime Ministers who have been paragons of morality like Theresa May and she was rubbish at the job		we have had Tony Blair who was directed by an inner morality and he took us to war		we have had Prime Ministers who have been paragons of morality like Theresa May and she was rubbish at the job		Non-contradiction	FALSE
QT30_563	I do have to feel that I can trust that they are telling the truth		I want the Government to do well		Jess Phillips does have to feel that he can trust that the Government is telling the truth	Jess Phillips does have to feel that she can trust that the Government is telling the truth	Jess Phillips wants the Government to do well		Contradiction	FALSE
QT30_468	those decisions were flawed in that there was no real understanding of the complexity of what then had to come next		that there was a real need to degrade the capability of Al-Qaeda		those decisions were flawed in that there was no real understanding of the complexity of what then had to come next		there was a real need to degrade the capability of Al-Qaeda		Contradiction	FALSE
QT30_400	there has been no plans for training butchers at all		I don't know how long it takes to train a butcher		there has been no plans for training butchers at all		AudienceMember 20211014QT26 doesn't know how long it takes to train a butcher		Non-contradiction	FALSE
QT50_603	the cleaners were all there		I then became very conscious that the MPs carried on not coming in		the cleaners were all there for government		Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in		Contradiction	FALSE
QT50_497	Not all of them		most politicians are actually quite good people		not all politicians are good people		most politicians are actually quite good people		Non-contradiction	FALSE
QT30_550	25 years on and whenever I walk in the street alone, I wear headphones because of how I walk and I talk		this groundbreaking Disability Act		25 years on and whenever Rosie Jones walks in the street alone, she wears headphones because of how she walks and talks		the Disability Discrimination Act was groundbreaking		Non-contradiction	FALSE
US2016_60	I want to tell you what I've done		tonight we hear about what people want to do		KASICH wants to tell the audience what he's done	Kasich wants to tell the audience what he's done	tonight we hear about what people want to do		Contradiction	FALSE
QT30_27	it’s somehow a widespread problem with late test results		test results in Wales, over 90 per cent of the people get their test results within 48 hours		it’s somehow a widespread problem in Wales with late test results		test results in Wales, over 90 per cent of the people get their test results within 48 hours		Contradiction	FALSE
QT30_489	that's what we are seeing and in effect there is a border down the Irish Sea		the Prime Minister said that the Northern Ireland protocol was ingenious and would not result in checks or barriers or border		that's what we are seeing and in effect there is a border down the Irish Sea		the Prime Minister said that the Northern Ireland protocol was ingenious and would not result in checks or barriers or border		Contradiction	FALSE
QT30_129	which isn't just how terrible Scotland would do if it went out there as an independent country		you need to come up with a good proposition for the union		a proposition which isn't just how terrible Scotland would do if it went out there as an independent country		you need to come up with a good proposition for the union		Contradiction	FALSE
QT30_215	we've yet to see a spade in the ground		we've had in seven years, by the way, 60 different rail projects announced for the North of England by this government		we've yet to see a spade in the ground		we've had in seven years, by the way, 60 different rail projects announced for the North of England by this government		Contradiction	FALSE
QT30_294	I have to say that time and time again I’m no longer astonished in terms of the British government to owe who have tried to run roughshod over the Good Friday Agreement		but crucially protects the Good Friday Agreement		Michelle O'Neill is no longer astonished in terms of the British government who have tried to run roughshod over the Good Friday Agreement		the protocol crucially protects the Good Friday Agreement		Contradiction	FALSE
QT30_454	it is more than that		we know the extent of the cladding that isn't fit for purpose		it is more than the cladding that isn't fit for purpose		we know the extent of the cladding that isn't fit for purpose		Non-contradiction	FALSE
QT50_7	the excuse being given was those in government were working incredibly hard		we look back to a year ago in terms of Christmas being cancelled and parts of the UK where families were in the car with their turkeys, told to turn back		the excuse being given was those in government were working incredibly hard		we look back to a year ago in terms of Christmas being cancelled and parts of the UK where families were in the car with their turkeys, told to turn back		Non-contradiction	FALSE
QT50_116	there's been a huge outpouring of goodwill to rehome these people and support them at their time of need		we're still seeing disastrous numbers of people actually being allowed		there's been a huge outpouring of goodwill to rehome Ukrainian refugees and support them at their time of need		we're still seeing disastrous numbers of people actually being allowed into the UK		Contradiction	FALSE
QT30_117	at this moment in time what we’re focusing on is saving lives, protecting hospitals, protecting the NHS, and making sure we have enough capacity in our NHS to deal with these issues		there will be plenty of time for reflection over the coming years		at this moment in time what we’re focusing on is saving lives, protecting hospitals, protecting the NHS, and making sure we have enough capacity in our NHS to deal with these issues		there will be plenty of time for reflection over the coming years		Non-contradiction	FALSE
QT30_45	it’s absolutely horrifying that we can’t provide more		it’s absolutely delightful to see them all		it’s absolutely horrifying that we can’t provide more for the returning year tens and twelves		it’s absolutely delightful to see all the year tens and twelves back		Contradiction	TRUE
QT50_414	It’s just not happening		What we need is multidisciplinary places where you can go, where you can get help		creating multidisciplinary places where you can go and get help is just not happening		what we need is multidisciplinary places where you can go, where you can get help		Contradiction	FALSE
QT50_88	they can't do so		There are people in Russia who would love to play party politics		people in Russia can't play party politics		there are people in Russia who would love to play party politics		Contradiction	FALSE
QT30_139	that doesn't answer the question		I'm sympathetic to Grant's reasoning as to why it was difficult to get enough PPE		Grant Shapp's reasoning as to why it was difficult to get enough PPE doesn't answer the question		Audience Member 13 is sympathetic to Grant Shapp's reasoning as to why it was difficult to get enough PPE		Contradiction	FALSE
QT50_13	We are talking about another virus		Every year we have the flu programme		we are talking about another virus		every year Great Britain has the flu programme		Contradiction	FALSE
QT50_355	it is running out of people with the ideas to lead it and to work out what conservative should stand for today		not saying fully ungovernable		"the Conservative Party is running out of people with the ideas to lead it and to work out what ""conservative"" should stand for today"		the Conservative Party is not fully ungovernable		Contradiction	FALSE
QT30_480	It is the most nonsensical thing I've heard in my life		War is terror		"""war is terror"" is the most nonsensical thing AudienceMember 20210902QT37 heard in their life"		war is terror		Non-contradiction	FALSE
QT50_297	Government to build Council houses		I want a Labour Government		Mary Bousted wants a government to build Council houses		Mary Bousted wants a Labour Government		Non-contradiction	FALSE
QT50_71	if they are not		They need to be binding		assurances are not crystal clear		assurances need to be binding		Contradiction	TRUE
QT50_37	worried I might be sicker than I have been		Never worried I would end up in hospital		AudienceMember 20220210QT26 worried they might be sicker than they have been		AudienceMember 20220210QT26 never worried they would end up in hospital		Non-contradiction	FALSE
QT30_532	not the dates		if we are to follow the data		not the dates		if we are to follow the data		Non-contradiction	FALSE
QT30_118	as a five-party coalition there will be bumps along the way		I think we are working together in the executive		as a five-party coalition there will be bumps along the way		Arlene Foster thinks we are working together in the executive		Non-contradiction	FALSE
QT30_72	there are going to be questions emerging		That’s why right now from the Scottish government perspective of my day is spent in dealing with the virus and dealing with the economic fall-out of the virus		there are going to be questions emerging		right now from the Scottish government's perspective, Kate Forbes' day is spent in dealing with the virus and dealing with the economic fall-out of the virus		Non-contradiction	FALSE
QT50_135	what I could do is, and Greg and I could kind of perform this dance		Well, yeah		Greg Hands and Emily Thornberry could kind of perform this dance		yes the Government's energy strategy is too little too late		Non-contradiction	FALSE
QT30_15	thousands and thousands of people are dying in care homes		you are throwing a protective ring around care homes		thousands and thousands of people are dying in care homes		you are throwing a protective ring around care homes		Contradiction	FALSE
QT50_441	I do feel very strongly about this		I know, I appreciate I’m ranting		Emily Thornberry does feel very strongly about being involved in politics to make the world a better place		Emily Thornberry knows she's ranting		Non-contradiction	FALSE
QT50_538	even at a time like this when finances are stretched, he found an additional £14bn to ensure that the NHS has got really…resources going into the coming years		you're going to say it's not all about money		even at a time like this when finances are stretched Rishi Sunak found an additional £14bn to ensure that the NHS has got resources going into the coming years		AudienceMember20230126QT03 is going to say it's not all about money		Contradiction	FALSE
QT30_476	Stop putting words in my mouth		the whole thing with Afghanistan was doomed from the start, it was a total catastrophe, no good came out of it		Rory Stewart should stop putting words in Mehdi Hasan's mouth		the whole thing with Afghanistan was doomed from the start, it was a total catastrophe, no good came out of it		Non-contradiction	FALSE
QT50_467	It has now been 12 years		you don't want the same party in government in perpetuity		it has now been 12 years since Labour was in power		you don't want the same party in government in perpetuity		Contradiction	FALSE
QT30_415	you hear people say, well, so what?		you certainly have listed a whole load of initiatives		you hear people say, well, so what to Grant Shapp		Grant Shapp has certainly has listed a whole load of initiatives		Contradiction	FALSE
QT30_100	We haven’t seen it		I will get the deal in July		we haven’t seen the deal		Boris Johnson will get the deal in July		Contradiction	FALSE
QT30_183	there would have been way fewer Labour MPs than there are now		I have not been elected once		there would have been way fewer Labour MPs than there are now		Michelle Dewberry has not been elected once		Non-contradiction	FALSE
QT30_242	not the date		It should be following the data		easing the restrictions should not be based on the date		easing restrictions should be done by following the data		Non-contradiction	FALSE
QT50_342	I don't think that's a responsible choice		it is right that we use government money to create jobs and not cut the higher rate of tax		using government money to create jobs and not cutting the higher rate of taxes is not a responsible choice		it is right that we use government money to create jobs and not cut the higher rate of tax		Contradiction	FALSE
QT30_526	There is a Covid pandemic		Starve them out		there is a Covid pandemic		does Lisa Nandy mean starve them out		Non-contradiction	FALSE
QT30_269	leaves him in charge to our response to a global pandemic		he believes his Health Secretary to be incompetent		Boris Johnson leaves his Health Secretary in charge to our response to a global pandemic		Boris Johnson believes his Health Secretary to be incompetent		Contradiction	FALSE
QT30_32	I am just wondering if we're doing both		Now, obviously the Government, they are dealing with two priorities		Kofie Unknown is just wondering if we're doing both priorities: protecting the economy and saving lives		now, obviously the Government is dealing with two priorities		Contradiction	FALSE
QT30_537	vote for it		I’m not sure what Paul Scully Paul Scully will think of it	I’m not sure what Paul Scully will think of it	Caroline Lucas is sure of how Paul Scully will vote in the Owen Paterson situation		Caroline Lucas is not sure what Paul Scully will think of the situation with Owen Paterson		Contradiction	TRUE
QT50_663	there is so much more to be done		that is a real achievement		there is so much more to be done		decarbonising at the fastest rate in the G7 is a real achievement		Non-contradiction	FALSE
QT50_351	I hope the mini budget is unpicked		that is of colossal damage to people		the mini budget should be unpicked		the mini budget being unpicked or reversed is of colossal damage to people		Contradiction	TRUE
QT50_413	The press keep saying it’s a respiratory disease		It’s a blood disease that stops the oxygen getting around your body, which affects any or all of your organs		the press keep saying long-COVID is a respiratory disease		long-COVID is a blood disease that stops the oxygen getting around your body, which affects any or all of your organs		Contradiction	FALSE
QT50_231	it is important to Unionists		I understand the Protocol and Northern Ireland's place in the Union is not important to Sinn Fein		the Protocol and Northern Ireland's place in the Union is important to Unionists		Emma Little-Pengelly understands that the Protocol and Northern Ireland's place in the Union is not important to Sinn Fein		Contradiction	FALSE
QT50_667	what we saw today was yet another bit of green wash		quite frankly a bit of leadership		what we saw today was yet another bit of green wash		we need to have a bit of leadership		Contradiction	TRUE
QT50_57	you are missing a whole bunch of things		We should recognise the fact that the testing capacity has grown quite quickly		you are missing a whole bunch of things		we should recognise the fact that the testing for Coronavirus capacity has grown quite quickly		Non-contradiction	FALSE
QT50_564	we can't just fix it 10 percent		I would love nothing more than to be able to go in and say, here's a whole load -- and we have done it		AudienceMember 20230209QT14's business can't just fix the pay rise at 10 percent		AudienceMember 20230209QT14 would love nothing more than to be able to go in and say, here's a whole load -- and we have done it		Contradiction	FALSE
QT30_237	we are going to continue to make that assessment in the coming days and up to 14 June when a decision will be made		At the moment it is looking good		we are going to continue to make that assessment in the coming days and up to 14 June when a decision will be made		at the moment the situation concerning easing the lockdown on June 21st is looking good		Non-contradiction	FALSE
QT50_452	somehow or other you think it might be a good idea to have a bully boy on your side		you know that one of them is a bully		somehow or other the politicians think it might be a good idea to have a bully boy on their side		the politicians know that one of the people they put into their cabinet is a bully		Contradiction	FALSE
QT30_323	That's not true		He's a nice man therefore it doesn't count		That's not true		he's a nice man therefore it doesn't count		Contradiction	FALSE
QT30_170	I don't believe that it's that much worse than in England		There may be a problem with drugs		Moira unknown does not believe that Scotland's drug problem is that much worse than in England		there may be a problem with drugs in Scotland		Non-contradiction	FALSE
QT50_360	there are people who are undecided		In Scotland there are more people who voted for the SNP		there are people who are undecided		in Scotland there are more people who voted for the SNP		Non-contradiction	FALSE
QT50_236	we have had too many examples of that		Very, very clearly		we have had too many examples of law-makers being law-breakers		very, very clearly law-makers should not be law-breakers		Contradiction	TRUE
QT30_240	we have to find a way to let business operate		we should listen to all the scientific advice		we have to find a way to let business operate		we should listen to all the scientific advice		Contradiction	FALSE
QT50_309	You need to follow through to get the ball over the net		the ball will go into the net		you need to follow through to get the ball over the net		the ball will go into the net		Non-contradiction	FALSE
QT50_649	the barracks will house something like 5,000		in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed		the barracks will house something like 5,000 people		in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed		Contradiction	FALSE
QT30_184	very little, particularly from the Brexit Party, about how you solve some of the problems for people in this country		I've heard lots of talk about deconstruction		Lisa Nandy has heard very little, particularly from the Brexit Party, about how they solve some of the problems for people in this country		Lisa Nandy has heard lots of talk about deconstruction		Contradiction	TRUE
QT50_583	this is something which could practically be done		one of the major failures of Labour in many, many years of power, was to get any kind of control over immigration whatsoever		paying the French to secure their coastline is something which could practically be done		one of the major failures of Labour in many, many years of power, was to get any kind of control over immigration whatsoever		Contradiction	FALSE
QT50_280	!dealing with the actual issues and being ready on day one to come in, not as an apprenticeship but ready on day one is really importan		!I know a lot of political bickering and appreciate that,	I know there’s a lot of political bickering and appreciate that	dealing with the actual issues and being ready on day one to come in, not as an apprenticeship but ready on day one, is really important		there's a lot of political bickering and Bim Afolami appreciates that		Non-contradiction	FALSE
QT30_6	they should be available locally I would have thought		Tests are only available online		Eleanor thinks Coronavirus tests should be available locally		Coronavirus tests are only available online		Contradiction	FALSE
QT30_29	rather than wait for lack of leadership, and not condemning what the Prime Minister’s aid did or the other ingredients within the whole recipe of protecting people		we needed to learn much quicker from Korea, and other countries who have dealt with it		rather than wait for lack of leadership, and not condemning what the Prime Minister’s aid did or the other ingredients within the whole recipe of protecting people		we needed to learn much quicker from Korea, and other countries who have dealt with it		Contradiction	FALSE
QT50_30	I'm prepared to take the risk		they will say if we do that we take away from investments		Victor Adebowale is prepared to take the risk		the energy producers will say if we do that we take away from investments		Non-contradiction	FALSE
US2016_33	Big-league		Bigly		big-league		bigly		Non-contradiction	FALSE
QT50_306	She sort of came in as a free-marketeer who didn't understand the markets		She is a free-marketeer who wants to stimulate growth		Liz Truss sort of came in as a free-marketeer who didn't understand the markets		Liz Truss is a free-marketeer who wants to stimulate growth		Contradiction	FALSE
QT30_383	but when you listen to what he said, he said nothing		He was able to excite everyone with his slogans		when you listen to what Boris Johnson said, he said nothing		Boris Johnson was able to excite everyone with his slogans		Contradiction	FALSE
QT30_380	the hole they have left in the National Health Service budget		we got a tax hike on working people to pay not for social care		the tax hike is to pay for the hole they have left in the National Health Service budget		we got a tax hike on working people to pay not for social care		Non-contradiction	FALSE
QT50_375	there should be a referendum on independence		Regardless of what was in my manifesto		John Swinney in his manifesto said that there should be a referendum on independence		it doesn't matter what was in John Swinney's manifesto		Non-contradiction	FALSE
QT50_91	if they go to France, they can get in a dinghy and get free entry		isn't it ironic that we've got people in need, yeah, because of the war, who are having barriers put in front of them to come to this country		if people in need go to France, they can get in a dinghy and get free entry		isn't it ironic that we've got people in need, because of the war, who are having barriers put in front of them to come to this country		Contradiction	FALSE
QT50_196	If you have the time to sit down and analyse data		people were trying to make decisions quickly		you could have the time to sit down and analyse data		people were trying to make decisions quickly		Non-contradiction	FALSE
QT30_12	but you have problems with that		you are told to self-isolate at home for two weeks		but you have problems with self-isolating at home		you are told to self-isolate at home for two weeks		Contradiction	FALSE
QT30_19	if people follow social distancing, if people are following social distancing and minimising their contact, so if they are having to go to a work place to work but social distancing in the work place is really important, because that's how you avoid becoming somebody who is a contact of the sort that needs to isolate		!I recognise there is a risk that you might be asked to do that more than once,		if people are following social distancing and minimising their contact, so if they are having to go to a work place to work but social distancing in the work place is really important, because that's how you avoid becoming somebody who is a contact of the sort that needs to isolate, the possibility of doing self-isolation over and over again will be low		Helen Whately recognizes that there is a risk that one might be asked to do self-isolation more than once		Non-contradiction	FALSE
QT50_239	I don't think that will be the case		some people are expecting this report to cast a judgment on the prime minister		Stephen Kerr doesn't think Sue Grey report will cast a judgment on the prime minister		some people are expecting Sue Grey report to cast a judgment on the prime minister		Contradiction	FALSE
QT30_17	You have to admit to them		you can't just allow that mistakes will be make		you have to admit to the public		you can't just allow that mistakes will be make		Non-contradiction	FALSE
QT30_392	these sectors are worth a lot to our economy		We have seen hundreds of thousands of pounds worth of tomatoes wasted		these sectors are worth a lot to our economy		we have seen hundreds of thousands of pounds worth of tomatoes wasted		Contradiction	FALSE
QT50_147	we also need to be saving the planet		winter is coming		we also need to be saving the planet		winter is coming		Non-contradiction	FALSE
QT50_269	Look what's happening in the country		Boris Johnson earlier this year was saying inflation was not something to be worried about		look what's happening in the country due to inflation		Boris Johnson earlier this year was saying inflation was not something to be worried about		Contradiction	FALSE
QT30_371	we've actually only created 21,400 green jobs in Scotland with the powers that we already have		The Scottish Government promised that we would have 130,000 green jobs by 2020		we've actually only created 21,400 green jobs in Scotland with the powers that we already have		the Scottish Government promised that we would have 130,000 green jobs by 2020		Contradiction	FALSE
QT50_80	He chose to build up his arms and he chose to invade		He has had many opportunities to negotiate, bilaterally, multi-laterally		Putin chose to build up his arms and he chose to invade		Putin has had many opportunities to negotiate, bilaterally, multi-laterally		Contradiction	FALSE
QT50_425	the fact that that’s been taken away		we thought we had it with national insurance		National Insurance has been taken away		we thought we had it with National Insurance		Non-contradiction	FALSE
QT30_339	People use it all the time		It was always hugely offensive		people use the term all the time		the term was always hugely offensive		Contradiction	TRUE
QT50_520	it isn't really independent		the Government continues to argue that it can't interfere in the so-called independent pay review body		the independent pay review body is not really independent		the UK Government continues to argue that it can't interfere in the so-called independent pay review body		Contradiction	FALSE
QT50_103	People can't afford this		people are paying almost £1,200 to fill their tank		people can't afford paying almost £1,200 to fill their tank		people are paying almost £1,200 to fill their tank		Contradiction	FALSE
QT50_152	the heat goes straight out the window		it's all very well being able to heat up your home		the heat goes straight out the window		it's all very well being able to heat up your home		Contradiction	FALSE
QT30_39	an hour before the announcement was made, those aged 16 to 18 were taken out of it		in the announcements last week with regard to the tutoring that school children will now get		an hour before the announcement was made, those aged 16 to 18 were taken out of the announcement		in the announcements last week with regard to the tutoring that school children will now get		Contradiction	FALSE
QT30_544	it's a much smaller risk		It happens		passing the virus on when people are fully vaccinated and if they have a negative PCR test is a much smaller risk		passing the virus on when people are fully vaccinated and if they have a negative PCR test happens		Non-contradiction	TRUE
QT50_405	you’re thoroughly unimpressed		you are a Conservative voter		young man over there is thoroughly unimpressed with the Conservative party		young man over there is a Conservative voter		Contradiction	TRUE
QT50_101	we are going to need gas for a while as that transition happens		We need as much as possible from the renewables		we are going to need gas for a while as that transition happens		we need as much as possible from the renewables		Non-contradiction	FALSE
US2016_62	You've emphasized civil liberties, privacy during your campaign		Governor Chafee, you and Hillary Clinton both voted for the Patriot Act which created the NSA surveillance program		CHAFEE emphasized civil liberties and privacy during his campaign	Chafee emphasized civil liberties and privacy during his campaign	CHAFEE and CLINTON both voted for the Patriot Act which created the NSA surveillance program	Chafee and Clinton both voted for the Patriot Act which created the NSA surveillance program	Contradiction	FALSE
QT30_216	you've still got concessions being run by private companies		there is that increased measure of public input		you've still got concessions being run by private companies		there is that increased measure of public input in the Great British Railways		Contradiction	FALSE
QT50_672	they dropped it pretty damn pronto		the Government tried to introduce the policy where it would be easier to build house		the Government dropped the policy to make it easier to build homes pretty damn pronto		the Government tried to introduce the policy where it would be easier to build homes		Contradiction	FALSE
QT30_173	how do you view the long-term future of oil and gas workers		this is what you want to make in terms of your manifesto		Anas Sarwar views the long-term future of oil and gas workers in xxx way		pushing power and resource out from our parliament into the different parts of Scotland is what Anas Sarwar wants to make in terms of his manifesto		Non-contradiction	FALSE
QT30_158	rather than one distracted by another independence referendum		we need a parliament that is focused only on our recovery, only on rebuilding after the last 12 months that we've all been through		rather than a parliament distracted by another independence referendum		we need a parliament that is focused only on our recovery, only on rebuilding after the last 12 months that we've all been through		Contradiction	FALSE
QT30_80	he was really just representing himself		Mr Trump I thought was going to represent them in Washington		Donald Trump was really just representing himself		Anthony Scaramucci thought Donald Trump was going to represent desperational working class families in Washington		Contradiction	FALSE
QT50_601	in general, it's not good for other people		sometimes, people should work from home, or may need to work from home		in general, working from home is not good for some people		sometimes, people should work from home, or may need to work from home		Non-contradiction	FALSE
QT30_308	They're not working with tools in factories any more		It is the idea that the workers are going to put down the tools in the factory		workers are not working with tools in factories any more		it is the idea that the workers are going to put down the tools in the factory		Contradiction	FALSE
QT30_53	people feel moved to go out and protest		we’ve got a public health emergency and nobody wants to see crowds out on the street		people feel moved to go out and protest		we’ve got a public health emergency and nobody wants to see crowds out on the street		Contradiction	FALSE
QT50_352	you can't ignore the timing of any referendum as well		the responsible thing to do		you can't ignore the timing of any referendum as well		the responsible thing to do is to establish the legal basis of any referendum		Non-contradiction	FALSE
QT30_185	then what has he done in this Queen's speech		In 2019 the Prime Minister said he was level up this country	In 2019 the Prime Minister said he was going to level up this country	then what has the Prime Minister done or not done in this Queen's speech		in 2019 the Prime Minister said he was level up this country	in 2019 the Prime Minister said he was going to level up this country	Non-contradiction	FALSE
QT50_640	we desperately need other economic investment		which is great		we desperately need other economic investment		Dwyfor Meirionnydd being highly dependent on tourism is great		Non-contradiction	TRUE
US2016_9	I hate you		Donald, I love you		I hate TRUMP	I hate Trump	I love TRUMP	I love Trump	Contradiction	FALSE
QT30_384	we find ourselves in a situation, almost I believe of a mirror of what we saw with the truck drivers		if, as you promise, 1 day, workers in this country will have higher wages		we find ourselves in a situation, almost a mirror of what we saw with the truck drivers		Nadhim Zahawi promised one day workers in this country will have higher wages		Contradiction	FALSE
QT30_190	What it's useless at is actually coming up with prescriptions		It's very good at telling us what the divisions are in our country		what the Labour Party's useless at is actually coming up with prescriptions		the Labour Party's very good at telling us what the divisions are in our country		Non-contradiction	FALSE
QT30_528	I would love to see more from him on Black Lives Matter		Keir Starmer, yes, please		Deborah Frances-White would love to see more from Sir Keir Starmer on Black Lives Matter		Sir Keir Starmer, yes, please		Non-contradiction	FALSE
QT30_324	that's what it is in the general public's mind		It might not be the true	It might not be the truth	it is in the general public's mind that Boris Johnson was persuaded to get Owen Paterson off		it might not be true that Boris Johnson was persuaded to get Owen Paterson off		Contradiction	FALSE
QT50_515	it was what was recommended by an independent pay board		the pay increase is not huge		the pay increase of  £1,400 is what was recommended by an independent pay board		the pay increase is not huge		Contradiction	FALSE
QT50_429	it’s not a care quality issue		that means it’s a resources issue		the issues in the NHS are not care quality issues		waiting lists for doctors appointments means it’s a resources issue		Non-contradiction	FALSE
QT30_492	I didn't say that		we didn't understand what we were signing		Gillian Keegan didn't say that we didn't understand what we were signing		we didn't understand what we were signing		Contradiction	FALSE
QT30_395	!the temporary visas is not enough		I dealt with the issue around the visas on the abattoirs		the temporary visas is not enough		Nadhim Zahawi dealt with the issue around the visas on the abattoirs		Non-contradiction	FALSE
QT50_585	I can this time, it really, really isn't my fault		I can't often say that		Peter Hitchens can this time, it really, really is not my fault		Peter Hitchens cannot often say that isn't his fault		Contradiction	FALSE
QT30_79	it was an aspirational working class family where we were in the middle class		I grew up in a working class family, my dad was an hourly worker		it was an aspirational working class family where we were in the middle class		Anthony Scaramucci grew up in a working class family, his dad was an hourly worker		Contradiction	FALSE
QT30_436	you're not winning people over and you're not helping the cause		we want to tackle climate change		the M25 protest is not winning people over and you're not helping the cause		we want to tackle climate change		Contradiction	TRUE
